sep=;



Timestamp;RMS velocitz spectrum ISO 10816 Y [mm/s];RMS acceleration Y [mg];RMS acceleration envelope Y [mg];RMS raw data with frequencz brands Y [mg];Kurtosis method Y [[1]];Peak to peak Y [mg];Crest factor Y [[1]];Analog raw input Y [mg];
2026 02 19 14:08:20:949;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:951;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:953;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:955;0,265;12;1;11,5814;0,9057;38,1165;3,2912;15,625;
2026 02 19 14:08:20:957;0,265;12;1;11,5814;0,9057;38,1165;3,2912;7,8125;
2026 02 19 14:08:20:959;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-3,9062;
2026 02 19 14:08:20:961;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-15,625;
2026 02 19 14:08:20:963;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-15,625;
2026 02 19 14:08:20:965;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:967;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:969;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:971;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:973;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:975;0,265;12;1;11,5814;0,9057;38,1165;3,2912;19,5313;
2026 02 19 14:08:20:977;0,265;12;1;11,5814;0,9057;38,1165;3,2912;7,8125;
2026 02 19 14:08:20:979;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:981;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-11,7187;
2026 02 19 14:08:20:983;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-11,7187;
2026 02 19 14:08:20:985;0,265;12;1;11,5814;0,9057;38,1165;3,2912;3,9063;
2026 02 19 14:08:20:987;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:989;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:991;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:20:993;0,265;12;1;11,5814;0,9057;38,1165;3,2912;3,9063;
